Order_ID,Order_Date,Customer_ID,Quantity,Discount,Revenue,Cost,Profit,Profit_Margin_%,Shipping_Cost,product_id,shipping_id,location_id,payment_id
"ORD-000966",2023-07-20 00:00:00.000,"CUST-01796",2,0,1714.7,1258.65,456.05,26.6,5.05,55,235,3,6
"ORD-000973",2023-12-29 00:00:00.000,"CUST-06183",2,0,142.04,101.83,40.21,28.31,37.96,31,80,11,6
"ORD-001100",2023-06-23 00:00:00.000,"CUST-01724",2,0,171.02,103.65,67.37,39.39,5.18,13,211,5,6
"ORD-001552",2024-05-11 00:00:00.000,"CUST-07240",2,0,55.54,26.21,29.33,52.81,32.57,29,187,13,6
"ORD-001567",2024-06-06 00:00:00.000,"CUST-04982",2,0,57.14,28.08,29.06,50.86,50.82,26,88,18,6
"ORD-001884",2023-08-02 00:00:00.000,"CUST-05715",2,0,250.9,175.76,75.14,29.95,6.29,27,67,6,6
"ORD-001889",2024-01-27 00:00:00.000,"CUST-02257",2,0,55.96,37.11,18.85,33.68,7.91,49,238,8,6
"ORD-001990",2021-10-02 00:00:00.000,"CUST-03046",2,0,106.82,62.56,44.26,41.43,5.06,11,119,8,6
"ORD-002231",2023-02-15 00:00:00.000,"CUST-01112",2,0,1646.6,832.96,813.64,49.41,18.94,66,325,10,6
"ORD-002696",2022-04-02 00:00:00.000,"CUST-03195",2,0,125.78,76.32,49.46,39.32,90.58,13,77,17,6
"ORD-002847",2023-10-07 00:00:00.000,"CUST-01173",2,0,655.48,389.43,266.05,40.59,12.17,54,5,7,6
"ORD-002861",2022-01-31 00:00:00.000,"CUST-02745",2,0,1088.22,751.5,336.72,30.94,48.31,57,276,16,6
"ORD-002888",2021-07-24 00:00:00.000,"CUST-02341",2,0,399.3,225.54,173.76,43.52,89.2,51,34,17,6
"ORD-002950",2024-07-09 00:00:00.000,"CUST-01172",2,0,488.1,331.59,156.51,32.07,6.16,42,120,13,6
"ORD-003107",2023-02-13 00:00:00.000,"CUST-02054",2,0,53.88,39.84,14.04,26.06,9.79,49,52,14,6
"ORD-003159",2023-11-06 00:00:00.000,"CUST-01635",2,0,175.54,129.79,45.75,26.06,65.96,39,252,5,6
"ORD-003358",2024-03-03 00:00:00.000,"CUST-02786",2,0,564.22,358.25,205.97,36.51,7.42,20,7,6,6
"ORD-003368",2022-05-06 00:00:00.000,"CUST-02139",2,0,537.06,285.49,251.57,46.84,12.7,52,5,3,6
"ORD-003523",2024-06-06 00:00:00.000,"CUST-07913",2,0,243.06,129.25,113.81,46.82,9.98,51,28,16,6
"ORD-003580",2022-11-16 00:00:00.000,"CUST-01489",2,0,183.54,112.8,70.74,38.54,41.37,62,9,9,6
"ORD-003643",2022-07-11 00:00:00.000,"CUST-06038",2,0,49.34,33.35,15.99,32.41,15.09,35,71,14,6
"ORD-003776",2024-06-27 00:00:00.000,"CUST-01021",2,0,265.22,128.19,137.03,51.67,7.1,45,50,5,6
"ORD-003847",2022-09-11 00:00:00.000,"CUST-01194",2,0,86.06,42.04,44.02,51.15,21.68,16,74,3,6
"ORD-003852",2023-09-08 00:00:00.000,"CUST-04071",2,0,182.84,86.34,96.5,52.78,3.44,25,111,10,6
"ORD-003890",2024-04-18 00:00:00.000,"CUST-04612",2,0,4784.14,2426.1,2358.04,49.29,23.16,12,173,10,6
"ORD-003911",2022-12-29 00:00:00.000,"CUST-03226",2,0,1370.38,845.5,524.88,38.3,20.09,70,23,13,6
"ORD-004030",2023-04-27 00:00:00.000,"CUST-04521",2,0,144.98,87.03,57.95,39.97,61.81,39,36,11,6
"ORD-004145",2021-11-30 00:00:00.000,"CUST-07526",2,0,30.5,17.2,13.3,43.61,21.95,34,15,9,6
"ORD-004205",2023-05-23 00:00:00.000,"CUST-02535",2,0,113.06,66.45,46.61,41.23,61.12,65,36,16,6
"ORD-004362",2022-07-28 00:00:00.000,"CUST-05324",2,0,335.14,176.88,158.26,47.22,24.44,61,14,9,6
"ORD-004387",2023-07-01 00:00:00.000,"CUST-07805",2,0,123.08,80.63,42.45,34.49,63.52,14,309,3,6
"ORD-004481",2022-09-21 00:00:00.000,"CUST-05709",2,0,123.78,56.17,67.61,54.62,2.22,44,38,15,6
"ORD-004498",2022-10-27 00:00:00.000,"CUST-02144",2,0,119.5,53.79,65.71,54.99,74.91,53,122,10,6
"ORD-004639",2022-10-21 00:00:00.000,"CUST-03820",2,0,114.32,78.78,35.54,31.09,10.97,53,50,5,6
"ORD-005078",2024-01-04 00:00:00.000,"CUST-05927",2,0,68.6,50.39,18.21,26.55,52.63,23,42,8,6
"ORD-005284",2024-02-25 00:00:00.000,"CUST-03793",2,0,1055.3,692.27,363.03,34.4,27.68,17,303,4,6
"ORD-005353",2022-01-14 00:00:00.000,"CUST-04226",2,0,97.84,56.47,41.37,42.28,17.13,23,3,9,6
"ORD-005490",2023-04-07 00:00:00.000,"CUST-03338",2,0,205.22,115.46,89.76,43.74,6.54,43,238,4,6
"ORD-005557",2021-08-01 00:00:00.000,"CUST-01992",2,0,1836.82,1365.23,471.59,25.67,61.29,57,42,14,6
"ORD-005618",2022-06-12 00:00:00.000,"CUST-02779",2,0,298.96,223.2,75.76,25.34,2.88,62,305,14,6
"ORD-005855",2023-01-19 00:00:00.000,"CUST-02342",2,0,291.92,174.22,117.7,40.32,49.97,5,15,6,6
"ORD-006033",2024-06-03 00:00:00.000,"CUST-05828",2,0,459.88,259.69,200.19,43.53,6.33,17,131,14,6
"ORD-006044",2023-08-26 00:00:00.000,"CUST-05041",2,0,360.6,194.27,166.33,46.13,73.85,6,158,8,6
"ORD-006098",2022-11-13 00:00:00.000,"CUST-03231",2,0,134.24,70.23,64.01,47.68,49.91,69,41,4,6
"ORD-006146",2023-03-10 00:00:00.000,"CUST-06861",2,0,53.58,29.14,24.44,45.61,23.55,53,37,11,6
"ORD-006162",2022-04-03 00:00:00.000,"CUST-01074",2,0,394.16,268.49,125.67,31.88,7.61,60,58,4,6
"ORD-006567",2023-08-15 00:00:00.000,"CUST-07611",2,0,4488.26,3342.43,1145.83,25.53,58.65,12,24,7,6
"ORD-006821",2023-05-25 00:00:00.000,"CUST-06906",2,0,196.9,134.96,61.94,31.46,2.23,22,120,8,6
"ORD-007112",2023-03-23 00:00:00.000,"CUST-06504",2,0,40.72,19.55,21.17,51.99,8.4,34,110,15,6
"ORD-007139",2022-06-13 00:00:00.000,"CUST-03278",2,0,100.08,66.22,33.86,33.83,4.25,15,238,4,6
"ORD-007157",2023-09-15 00:00:00.000,"CUST-05502",2,0,135.34,62.45,72.89,53.86,40.03,45,348,12,6
"ORD-007259",2023-05-10 00:00:00.000,"CUST-06980",2,0,126.48,76.27,50.21,39.7,16.96,18,50,10,6
"ORD-007292",2023-04-11 00:00:00.000,"CUST-07670",2,0,172.44,128.81,43.63,25.3,10.88,15,236,12,6
"ORD-007409",2023-03-28 00:00:00.000,"CUST-03649",2,0,36.3,26.33,9.97,27.47,18.32,26,66,7,6
"ORD-007486",2024-12-19 00:00:00.000,"CUST-01452",2,0,72.02,32.59,39.43,54.75,6.33,34,211,16,6
"ORD-007709",2022-04-21 00:00:00.000,"CUST-02471",2,0,39.14,29.12,10.02,25.6,81.38,49,117,8,6
"ORD-007785",2022-04-25 00:00:00.000,"CUST-01291",2,0,110.04,75.01,35.03,31.83,58.83,3,57,6,6
"ORD-007791",2024-06-21 00:00:00.000,"CUST-02143",2,0,1047.66,647.48,400.18,38.2,13.65,8,59,8,6
"ORD-007853",2022-07-16 00:00:00.000,"CUST-01134",2,0,68.12,48.01,20.11,29.52,3.24,67,7,14,6
"ORD-007948",2022-10-05 00:00:00.000,"CUST-03630",2,0,502.26,320.64,181.62,36.16,11.18,20,44,5,6
"ORD-008111",2024-03-06 00:00:00.000,"CUST-07952",2,0,2301.28,1552.91,748.37,32.52,87.36,32,158,16,6
"ORD-008271",2021-07-18 00:00:00.000,"CUST-02897",2,0,314.42,234.4,80.02,25.45,13.7,6,246,11,6
"ORD-008521",2023-05-23 00:00:00.000,"CUST-03649",2,0,164.26,112.33,51.93,31.61,79.51,47,88,6,6
"ORD-008794",2023-09-14 00:00:00.000,"CUST-01095",2,0,36.76,24.14,12.62,34.33,22.69,23,17,18,6
"ORD-008835",2023-05-27 00:00:00.000,"CUST-03510",2,0,319.64,208.33,111.31,34.82,56.17,45,73,7,6
"ORD-008869",2023-10-04 00:00:00.000,"CUST-06584",2,0,586.5,410.5,176,30.01,47.06,10,104,11,6
"ORD-009167",2023-01-07 00:00:00.000,"CUST-04854",2,0,391,232.29,158.71,40.59,92.06,65,129,17,6
"ORD-009230",2023-04-17 00:00:00.000,"CUST-07561",2,0,164.9,100.38,64.52,39.13,16.63,26,54,3,6
"ORD-009268",2023-10-29 00:00:00.000,"CUST-01595",2,0,1935,1223.68,711.32,36.76,9.66,12,292,11,6
"ORD-009453",2021-05-25 00:00:00.000,"CUST-02207",2,0,42.38,19.89,22.49,53.07,46.72,49,14,4,6
"ORD-009470",2021-08-13 00:00:00.000,"CUST-06277",2,0,30.9,16.08,14.82,47.96,55.28,9,34,9,6
"ORD-009519",2023-10-24 00:00:00.000,"CUST-05401",2,0,50.92,37.93,12.99,25.51,19.58,36,31,15,6
"ORD-009735",2023-02-13 00:00:00.000,"CUST-04583",2,0,200.16,107.05,93.11,46.52,98.46,18,116,16,6
"ORD-009803",2024-11-27 00:00:00.000,"CUST-04837",2,0,248.8,145.45,103.35,41.54,89.54,35,112,17,6
"ORD-009896",2022-02-20 00:00:00.000,"CUST-02643",2,0,239.8,151.97,87.83,36.63,94.54,6,186,11,6
"ORD-000012",2022-10-23 00:00:00.000,"CUST-01580",2,0,2036.82,1349.09,687.73,33.76,18.58,12,11,2,7
"ORD-000138",2023-05-24 00:00:00.000,"CUST-02347",2,0,1637.16,1187.22,449.94,27.48,37.18,24,18,2,4
"ORD-000251",2023-10-18 00:00:00.000,"CUST-07572",2,0,114.36,55.34,59.02,51.61,11.24,29,31,2,1
"ORD-000356",2023-12-05 00:00:00.000,"CUST-07337",2,0,218.68,134.99,83.69,38.27,71.98,60,36,2,6
"ORD-000074",2023-08-12 00:00:00.000,"CUST-05823",2,0,82.64,39.91,42.73,51.71,10.37,7,65,2,6
"ORD-000416",2022-08-02 00:00:00.000,"CUST-02807",2,0,56.82,31.13,25.69,45.21,8.96,26,162,2,1
"ORD-000455",2022-09-15 00:00:00.000,"CUST-04134",2,0,400.06,183.59,216.47,54.11,7.42,41,195,2,3
"ORD-000509",2022-06-04 00:00:00.000,"CUST-04555",2,0,243.58,162.05,81.53,33.47,65.74,62,55,2,5
"ORD-000687",2024-02-29 00:00:00.000,"CUST-06029",2,0,67.8,43.93,23.87,35.21,99.69,58,86,2,1
"ORD-000740",2024-01-06 00:00:00.000,"CUST-01464",2,0,1549.56,802.89,746.67,48.19,44.38,66,22,2,6
"ORD-000790",2023-08-10 00:00:00.000,"CUST-03679",2,0,129.84,71.02,58.82,45.3,5.4,22,28,2,5
"ORD-001043",2023-06-16 00:00:00.000,"CUST-02466",2,0,202.54,150.86,51.68,25.52,21.98,27,84,2,3
"ORD-001160",2023-03-05 00:00:00.000,"CUST-02935",2,0,218.3,150.54,67.76,31.04,9.17,60,174,2,5
"ORD-001168",2022-02-18 00:00:00.000,"CUST-07746",2,0,256.7,177.93,78.77,30.69,56.41,35,89,2,6
"ORD-001174",2023-10-04 00:00:00.000,"CUST-07603",2,0,150.62,69.77,80.85,53.68,5.58,30,124,2,6
"ORD-001594",2022-12-31 00:00:00.000,"CUST-02126",2,0,91.56,41.31,50.25,54.88,5.5,43,2,2,1
"ORD-001911",2022-12-25 00:00:00.000,"CUST-07905",2,0,285.58,197.49,88.09,30.85,8.32,51,2,2,5
"ORD-001951",2023-03-14 00:00:00.000,"CUST-02034",2,0,57.12,35.5,21.62,37.85,36.49,7,64,2,7
"ORD-002182",2023-12-08 00:00:00.000,"CUST-02671",2,0,359.5,241.4,118.1,32.85,42.09,46,99,2,6
"ORD-002242",2023-06-28 00:00:00.000,"CUST-03522",2,0,77.24,35.53,41.71,54,38.29,23,64,2,3
"ORD-002485",2024-07-18 00:00:00.000,"CUST-04980",2,0,153.4,97.67,55.73,36.33,14.95,13,31,2,1
"ORD-002516",2022-11-04 00:00:00.000,"CUST-02954",2,0,231.4,105.91,125.49,54.23,70.23,19,299,2,7
"ORD-002762",2023-09-10 00:00:00.000,"CUST-05096",2,0,232.24,164.44,67.8,29.19,8.2,64,45,2,6
"ORD-002827",2022-07-09 00:00:00.000,"CUST-03890",2,0,56.14,26.76,29.38,52.33,16.89,28,298,2,2
"ORD-002916",2024-11-11 00:00:00.000,"CUST-04379",2,0,201.5,129.82,71.68,35.57,7.23,21,119,2,7
"ORD-002917",2024-01-23 00:00:00.000,"CUST-04213",2,0,170.98,106,64.98,38,13.96,62,119,2,5
"ORD-003056",2024-08-30 00:00:00.000,"CUST-03706",2,0,1141.5,748.77,392.73,34.4,99.68,10,254,2,1
"ORD-003607",2022-09-24 00:00:00.000,"CUST-02470",2,0,145.9,89.53,56.37,38.64,44.58,29,278,2,6
"ORD-003712",2023-02-03 00:00:00.000,"CUST-05174",2,0,1344.64,742.74,601.9,44.76,53.91,66,123,2,3
"ORD-004107",2021-06-03 00:00:00.000,"CUST-04969",2,0,179.02,101.44,77.58,43.34,2.82,52,219,2,2
"ORD-004283",2023-05-01 00:00:00.000,"CUST-02063",2,0,554.24,269.04,285.2,51.46,8.14,10,12,2,6
"ORD-004333",2023-06-29 00:00:00.000,"CUST-06260",2,0,494.98,323.78,171.2,34.59,13,20,31,2,7
"ORD-004492",2023-09-03 00:00:00.000,"CUST-06632",2,0,250.16,187.22,62.94,25.16,8.03,60,273,2,3
"ORD-004504",2022-11-02 00:00:00.000,"CUST-04778",2,0,251.24,143.9,107.34,42.72,70.99,25,55,2,2
"ORD-004631",2023-04-03 00:00:00.000,"CUST-01719",2,0,65.04,45.15,19.89,30.58,10.66,34,124,2,5
"ORD-005028",2023-06-05 00:00:00.000,"CUST-05961",2,0,2090.64,1075.74,1014.9,48.54,51.48,24,36,2,3
"ORD-005330",2023-03-27 00:00:00.000,"CUST-02833",2,0,201.52,142.11,59.41,29.48,25.24,61,22,2,4
"ORD-005351",2022-06-09 00:00:00.000,"CUST-03967",2,0,134.98,75.16,59.82,44.32,97.68,39,190,2,4
"ORD-005410",2022-07-03 00:00:00.000,"CUST-05143",2,0,461.14,256.73,204.41,44.33,6.77,63,2,2,7
"ORD-005421",2024-03-01 00:00:00.000,"CUST-01184",2,0,125.84,66.04,59.8,47.52,17.63,35,65,2,6
"ORD-005538",2022-11-01 00:00:00.000,"CUST-01067",2,0,1216.58,607.29,609.29,50.08,13.37,24,31,2,2
"ORD-005703",2024-02-14 00:00:00.000,"CUST-05915",2,0,310.58,227.78,82.8,26.66,35.51,42,61,2,4
"ORD-005713",2024-02-06 00:00:00.000,"CUST-02934",2,0,193.88,115.8,78.08,40.27,50.46,4,186,2,1
"ORD-006496",2024-05-03 00:00:00.000,"CUST-02744",2,0,36.66,21.27,15.39,41.98,48.27,53,96,2,6
"ORD-006625",2023-07-20 00:00:00.000,"CUST-04202",2,0,52.9,37.35,15.55,29.4,15.92,49,31,2,1
"ORD-006626",2023-11-10 00:00:00.000,"CUST-05388",2,0,667.54,418,249.54,37.38,16.16,1,124,2,7
"ORD-006986",2022-07-07 00:00:00.000,"CUST-03149",2,0,774.14,558.51,215.63,27.85,17.87,70,185,2,5
"ORD-007241",2021-12-13 00:00:00.000,"CUST-07596",2,0,33.4,18.14,15.26,45.69,72.4,9,89,2,3
"ORD-007313",2023-04-13 00:00:00.000,"CUST-04245",2,0,67.76,39.76,28,41.32,71.64,62,55,2,1
"ORD-007394",2023-11-19 00:00:00.000,"CUST-02904",2,0,400.84,197.88,202.96,50.63,7.05,63,51,2,2
"ORD-007466",2022-03-12 00:00:00.000,"CUST-05778",2,0,188.46,134.16,54.3,28.81,15.53,37,11,2,1
"ORD-007621",2024-10-30 00:00:00.000,"CUST-03122",2,0,3043.7,1455.01,1588.69,52.2,3.92,66,108,2,6
"ORD-007676",2021-05-15 00:00:00.000,"CUST-03493",2,0,346.16,166.71,179.45,51.84,16.29,11,205,2,3
"ORD-007786",2024-03-22 00:00:00.000,"CUST-07688",2,0,66.36,49.02,17.34,26.13,48.74,62,64,2,3
"ORD-007832",2023-05-05 00:00:00.000,"CUST-03439",2,0,492.6,357.64,134.96,27.4,5.79,62,349,2,4
"ORD-008047",2023-10-12 00:00:00.000,"CUST-06504",2,0,637.26,339.63,297.63,46.7,64.63,25,55,2,6
"ORD-008062",2022-08-17 00:00:00.000,"CUST-04944",2,0,820.34,584.22,236.12,28.78,61.46,54,149,2,6
"ORD-008631",2023-12-05 00:00:00.000,"CUST-06407",2,0,260.64,124.23,136.41,52.34,74.99,18,123,2,6
"ORD-009089",2022-10-05 00:00:00.000,"CUST-05771",2,0,638.82,313.96,324.86,50.85,76.87,40,55,2,4
"ORD-009166",2023-12-21 00:00:00.000,"CUST-01116",2,0,134.7,85.14,49.56,36.79,80.68,35,136,2,5
"ORD-009370",2024-05-13 00:00:00.000,"CUST-01037",2,0,98.58,54.38,44.2,44.84,19.52,4,119,2,4
"ORD-009556",2023-05-15 00:00:00.000,"CUST-04059",2,0,338.52,204.07,134.45,39.72,6.56,10,144,2,4
"ORD-009590",2023-10-30 00:00:00.000,"CUST-05541",2,0,418.28,230.65,187.63,44.86,24.48,33,22,2,2
"ORD-009905",2023-08-11 00:00:00.000,"CUST-06174",2,0,34.5,15.86,18.64,54.03,5.96,35,219,2,7
"ORD-000147",2024-01-29 00:00:00.000,"CUST-04181",2,0,68.12,47.12,21,30.83,9.74,58,2,1,6
"ORD-000412",2022-12-07 00:00:00.000,"CUST-06137",2,0,141.24,89.43,51.81,36.68,41.52,35,22,1,4
"ORD-000493",2023-11-10 00:00:00.000,"CUST-01774",2,0,188.64,116.07,72.57,38.47,12.66,44,119,1,5
"ORD-000570",2023-04-27 00:00:00.000,"CUST-07852",2,0,368.46,189.76,178.7,48.5,33.26,51,96,1,7
"ORD-000889",2023-10-11 00:00:00.000,"CUST-06238",2,0,69.72,50.49,19.23,27.58,4.5,9,28,1,6
"ORD-000957",2024-11-12 00:00:00.000,"CUST-01752",2,0,1494.02,735.02,759,50.8,48.2,40,74,1,3
"ORD-001262",2022-10-31 00:00:00.000,"CUST-07872",2,0,99.52,46.87,52.65,52.9,14.65,39,119,1,6
"ORD-001444",2023-05-20 00:00:00.000,"CUST-04381",2,0,254.86,165.33,89.53,35.13,30.85,42,262,1,3
"ORD-001485",2024-06-30 00:00:00.000,"CUST-05874",2,0,127.96,64.09,63.87,49.91,13.48,56,5,1,6
"ORD-001562",2021-11-02 00:00:00.000,"CUST-02821",2,0,314.42,233.84,80.58,25.63,13.11,62,54,1,6
"ORD-001868",2022-08-30 00:00:00.000,"CUST-05578",2,0,363.6,179.52,184.08,50.63,9.3,62,20,1,4
"ORD-001958",2024-08-05 00:00:00.000,"CUST-04956",2,0,111.44,69.12,42.32,37.98,11.28,23,50,1,4
"ORD-002080",2024-07-19 00:00:00.000,"CUST-01476",2,0,77.72,46.15,31.57,40.62,12.07,23,185,1,6
"ORD-002127",2022-12-13 00:00:00.000,"CUST-03474",2,0,181.34,115.23,66.11,36.46,13.68,43,119,1,6
"ORD-002160",2023-02-17 00:00:00.000,"CUST-06963",2,0,78.14,44.68,33.46,42.82,7.33,2,108,1,1
"ORD-002184",2021-12-12 00:00:00.000,"CUST-04246",2,0,309.66,193.25,116.41,37.59,9.54,70,119,1,6
"ORD-002346",2023-01-13 00:00:00.000,"CUST-02355",2,0,162.54,76.78,85.76,52.76,20.01,33,18,1,4
"ORD-002582",2022-11-29 00:00:00.000,"CUST-04692",2,0,237.52,109.8,127.72,53.77,19.49,35,124,1,1
"ORD-002663",2021-10-14 00:00:00.000,"CUST-03795",2,0,125.74,77.44,48.3,38.41,10.09,4,65,1,1
"ORD-002698",2023-11-02 00:00:00.000,"CUST-02783",2,0,763.3,477,286.3,37.51,69.66,10,123,1,7
"ORD-003161",2023-08-19 00:00:00.000,"CUST-03242",2,0,4025.72,2973.75,1051.97,26.13,5.1,12,143,1,3
"ORD-003379",2024-02-12 00:00:00.000,"CUST-07284",2,0,100.56,63.57,36.99,36.78,38.66,37,64,1,1
"ORD-003460",2023-08-17 00:00:00.000,"CUST-07469",2,0,25.74,12.52,13.22,51.36,16.01,9,65,1,2
"ORD-003517",2023-07-24 00:00:00.000,"CUST-01100",2,0,309.28,208.7,100.58,32.52,49.59,11,301,1,2
"ORD-003566",2022-10-12 00:00:00.000,"CUST-03507",2,0,232.16,167.47,64.69,27.86,62.67,41,86,1,3
"ORD-003667",2024-06-21 00:00:00.000,"CUST-07294",2,0,117.68,81.05,36.63,31.13,3.01,31,63,1,2
"ORD-003670",2023-09-16 00:00:00.000,"CUST-06724",2,0,457.22,324.29,132.93,29.07,5.94,33,337,1,5
"ORD-003726",2023-06-14 00:00:00.000,"CUST-04141",2,0,105.38,71.13,34.25,32.5,37.28,47,61,1,1
"ORD-004067",2024-08-16 00:00:00.000,"CUST-05665",2,0,156.82,113.27,43.55,27.77,6.59,15,2,1,4
"ORD-004095",2023-05-31 00:00:00.000,"CUST-05398",2,0,73.6,45.78,27.82,37.8,7.39,26,2,1,1
"ORD-004165",2024-03-11 00:00:00.000,"CUST-07617",2,0,971.1,586.08,385.02,39.65,13.29,52,349,1,2
"ORD-004244",2022-01-05 00:00:00.000,"CUST-03696",2,0,1055.96,695.69,360.27,34.12,6.73,24,108,1,2
"ORD-004695",2023-04-11 00:00:00.000,"CUST-02458",2,0,395.74,262.45,133.29,33.68,11.39,61,119,1,7
"ORD-004794",2022-06-04 00:00:00.000,"CUST-02523",2,0,192.64,112.16,80.48,41.78,34.43,18,61,1,6
"ORD-004800",2022-08-24 00:00:00.000,"CUST-04808",2,0,80.94,43.79,37.15,45.9,57.99,68,159,1,6
"ORD-004896",2022-09-07 00:00:00.000,"CUST-05025",2,0,335.6,196.03,139.57,41.59,10.31,45,185,1,7
"ORD-005067",2023-08-23 00:00:00.000,"CUST-07942",2,0,25.32,14.28,11.04,43.6,6.14,34,45,1,3
"ORD-005107",2022-02-25 00:00:00.000,"CUST-07173",2,0,381.14,218.6,162.54,42.65,51.27,69,86,1,2
"ORD-005136",2023-01-28 00:00:00.000,"CUST-02834",2,0,82.26,60.13,22.13,26.9,38.93,13,183,1,6
"ORD-005189",2022-05-31 00:00:00.000,"CUST-01459",2,0,97.16,60.78,36.38,37.44,5.15,62,279,1,6
"ORD-005268",2023-08-02 00:00:00.000,"CUST-06354",2,0,288.2,155.05,133.15,46.2,7.98,52,45,1,5
"ORD-005317",2022-07-27 00:00:00.000,"CUST-02828",2,0,159.36,94.37,64.99,40.78,6.64,30,31,1,4
"ORD-005408",2023-10-24 00:00:00.000,"CUST-04747",2,0,288.92,170.24,118.68,41.08,13.56,44,119,1,6
"ORD-005629",2021-07-12 00:00:00.000,"CUST-05962",2,0,369.92,260.01,109.91,29.71,48.89,60,99,1,3
"ORD-005710",2023-12-03 00:00:00.000,"CUST-06735",2,0,436.8,308.93,127.87,29.27,7.02,61,266,1,1
"ORD-005857",2023-10-12 00:00:00.000,"CUST-03557",2,0,48.88,28.52,20.36,41.65,25.62,11,18,1,5
"ORD-005921",2021-05-16 00:00:00.000,"CUST-06650",2,0,61.98,41.1,20.88,33.69,48.08,2,99,1,6
"ORD-006029",2024-01-18 00:00:00.000,"CUST-06259",2,0,458.44,257.04,201.4,43.93,30.92,10,96,1,1
"ORD-006660",2024-04-06 00:00:00.000,"CUST-07290",2,0,748.6,534.92,213.68,28.54,19.15,70,251,1,5
"ORD-006708",2024-05-15 00:00:00.000,"CUST-04050",2,0,55.16,39.48,15.68,28.43,9.1,29,304,1,4
"ORD-007177",2022-09-29 00:00:00.000,"CUST-07846",2,0,222.14,151.89,70.25,31.62,29.12,60,64,1,4
"ORD-007293",2023-12-21 00:00:00.000,"CUST-02813",2,0,257.58,143.3,114.28,44.37,34.78,35,288,1,7
"ORD-007332",2022-12-03 00:00:00.000,"CUST-03080",2,0,256.26,143.71,112.55,43.92,62.32,10,36,1,5
"ORD-007370",2024-03-16 00:00:00.000,"CUST-05371",2,0,684.9,393.67,291.23,42.52,8.6,67,12,1,5
"ORD-007480",2023-08-11 00:00:00.000,"CUST-03147",2,0,60.66,35.17,25.49,42.02,19.97,49,65,1,1
"ORD-007523",2023-11-01 00:00:00.000,"CUST-04830",2,0,518.38,382.03,136.35,26.3,8.6,61,2,1,7
"ORD-007606",2024-05-02 00:00:00.000,"CUST-05010",2,0,49.2,23.15,26.05,52.95,66.45,47,123,1,1
"ORD-007685",2021-03-19 00:00:00.000,"CUST-01263",2,0,826.84,537.4,289.44,35.01,63.53,70,36,1,2
"ORD-007925",2022-04-18 00:00:00.000,"CUST-07113",2,0,101.62,71.62,30,29.52,11.91,31,50,1,4
"ORD-008123",2023-06-19 00:00:00.000,"CUST-04081",2,0,102.74,52.62,50.12,48.78,79.29,21,123,1,3
"ORD-008248",2022-01-16 00:00:00.000,"CUST-05702",2,0,1812.1,944.3,867.8,47.89,12.36,55,51,1,2
"ORD-008377",2022-06-21 00:00:00.000,"CUST-07733",2,0,57.98,35.27,22.71,39.17,31.68,31,294,1,5
"ORD-008502",2024-04-08 00:00:00.000,"CUST-02624",2,0,46.36,23.35,23.01,49.63,3.21,2,1,1,7
"ORD-008657",2023-12-19 00:00:00.000,"CUST-03448",2,0,56.54,39.04,17.5,30.95,10.42,28,119,1,5
"ORD-008766",2023-09-07 00:00:00.000,"CUST-07014",2,0,273.04,124.82,148.22,54.29,12.49,41,126,1,6
"ORD-008791",2023-05-15 00:00:00.000,"CUST-04787",2,0,218.3,115.78,102.52,46.96,17.97,5,5,1,7
"ORD-008903",2024-07-19 00:00:00.000,"CUST-02266",2,0,53.34,36.14,17.2,32.25,5.16,4,66,1,1
"ORD-008927",2023-08-15 00:00:00.000,"CUST-06657",2,0,569.28,299.78,269.5,47.34,73.69,70,127,1,3
"ORD-009083",2023-10-06 00:00:00.000,"CUST-04701",2,0,254.36,186.23,68.13,26.78,4.7,62,20,1,3
"ORD-009179",2022-04-10 00:00:00.000,"CUST-04329",2,0,49.84,33.84,16,32.1,83.09,53,123,1,2
"ORD-009274",2023-04-12 00:00:00.000,"CUST-06143",2,0,102.28,64.84,37.44,36.61,10.59,56,237,1,3
"ORD-009419",2021-09-02 00:00:00.000,"CUST-06328",2,0,937.5,586.93,350.57,37.39,59.3,24,86,1,6
"ORD-009522",2022-06-03 00:00:00.000,"CUST-05722",2,0,105.22,69.1,36.12,34.33,29.88,18,74,1,7
"ORD-000046",2022-02-27 00:00:00.000,"CUST-03329",3,0,2059.44,1268.63,790.81,38.4,18.09,38,44,9,4
"ORD-000118",2022-06-24 00:00:00.000,"CUST-03560",3,0,59.22,29.46,29.76,50.25,3.63,29,76,14,4
"ORD-000133",2024-03-25 00:00:00.000,"CUST-02099",3,0,240.42,129.71,110.71,46.05,72.72,26,86,3,6
"ORD-000191",2022-02-24 00:00:00.000,"CUST-06227",3,0,56.61,38.79,17.82,31.48,2.9,28,111,9,2
"ORD-000161",2023-06-25 00:00:00.000,"CUST-02085",3,0,292.5,139.66,152.84,52.25,88.07,44,113,8,4
"ORD-000355",2022-09-09 00:00:00.000,"CUST-05265",3,0,127.17,80.42,46.75,36.76,6.89,15,171,4,4
"ORD-000403",2023-03-07 00:00:00.000,"CUST-03731",3,0,209.58,128.27,81.31,38.8,2.97,29,152,3,2
"ORD-000421",2021-05-20 00:00:00.000,"CUST-06305",3,0,61.2,40.27,20.93,34.2,30.75,53,106,6,4
